model,family,arm,signed_alpha,baseline,framing,flip_class,n,metric,base_mean,delta,ci_lo,ci_hi,sig
deepseek_qwen,actions,alpha0.35,-0.35,actions/alpha0.0,fake,all,149,w:inappropriate,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.35,-0.35,actions/alpha0.0,fake,all,149,w:responsib\w*,0.12518279526081907,-0.037678114163874,-0.08335835226909383,0.004460308146795536,False
deepseek_qwen,actions,alpha0.35,-0.35,actions/alpha0.0,fake,all,149,w:safety|privacy|consent,0.1039265465067084,0.017689539433823735,-0.016436826636766176,0.05689935492702115,False
deepseek_qwen,actions,alpha0.35,-0.35,actions/alpha0.0,fake,all,149,w:legitimate|authoriz\w*,0.22600080748083437,-0.032248298674763795,-0.09039038501833846,0.02586277115747391,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:guideline\w*,0.44877369885820173,0.05218851312353023,-0.013109427754675529,0.11502912577445143,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:polic(?:y|ies),0.09856756290268481,-0.020360046494152524,-0.05450939745825065,0.014420651857469076,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:illegal|unlawful,0.5035142541536887,0.015459966628225448,-0.05906266207145299,0.08859907051325966,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:unethical|ethic\w*,0.8492561175171437,0.1389814726654746,0.04871147719275058,0.22834509879597667,True
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:law\w*,0.08595221744931848,0.00772537390203401,-0.032605188058754675,0.04685918187512371,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:crim\w*,0.009565091514587832,-0.0037533672288261022,-0.018181005892904917,0.008830801836806783,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:fraud\w*,0.2757133795575027,-0.0455955800183597,-0.0928803797402406,0.0017377567135980574,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:harm\w*,0.3648971650993677,0.03334410691958208,-0.0285660183886398,0.10007951017998658,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:malicious,0.04639990627198965,0.007176542130565002,-0.01582897397059606,0.030394445094994088,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:prohibit\w*|not allowed,0.08280471080850989,-0.0376276673035605,-0.0721562036621402,-0.0066637830474743495,True
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:violat\w*,0.08315705062689337,0.018195318197494696,-0.013369583848595752,0.05182664084992223,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:decepti\w*|mislead\w*,0.13750751843642736,-0.0067474752099080035,-0.04567291956221045,0.030023301950650904,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:consequence\w*,0.1370067115144586,0.010431136848553221,-0.03244543916193355,0.050877592566177306,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:dangerous,0.012426681028552712,-0.00685288284773711,-0.018646556373482833,0.001020638383832408,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:scam\w*|defam\w*|counterfeit|forg(?:e|ed|ery|ing),0.1508300833205257,-0.02220607479190571,-0.0631631767515822,0.016318925543104244,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:misuse\w*|abuse\w*,0.2513617698597619,-0.06699659554311363,-0.1269048910410766,-0.007134701821655545,True
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:inappropriate,0.0,0.0015499790752824835,0.0,0.004649937225847451,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:responsib\w*,0.06530952206053922,0.0472830946130527,0.0041463220306351785,0.08869200061332287,True
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:safety|privacy|consent,0.100526314585257,0.024634474006096214,-0.007175081561234227,0.05661253374295775,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,real,all,149,w:legitimate|authoriz\w*,0.23425257422749904,0.021880383735291265,-0.03778779539297603,0.08043782884010722,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:guideline\w*,0.4404492942809571,0.018914754355067998,-0.04642442011144914,0.08623177421395278,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:polic(?:y|ies),0.09817324797623388,-0.016705488030726585,-0.055606253470405195,0.02172195116261386,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:illegal|unlawful,0.44166081701252136,-0.011218142594113405,-0.07088810045552257,0.052244247468434354,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:unethical|ethic\w*,0.8258327376035777,0.03872650744724095,-0.04760363049769469,0.13177166324433381,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:law\w*,0.06001707731477296,0.03829333493906449,0.006595129939377484,0.07292853517420415,True
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:crim\w*,0.0,0.001756913454443234,0.0,0.005270740363329703,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:fraud\w*,0.21586045489270356,0.010497575067795804,-0.03904813423705878,0.05931966052900437,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:harm\w*,0.39072538781791283,-0.05708276861653586,-0.1276109438559316,0.008819076623685184,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:malicious,0.06716874683058024,-0.00465065259928672,-0.0362583993496478,0.024684418129377113,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:prohibit\w*|not allowed,0.060895192472715666,-0.006766238000618333,-0.037126849044226896,0.022580026781710574,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:violat\w*,0.08154875962754433,0.021386922256582418,-0.006929701182648598,0.051719811936474784,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:decepti\w*|mislead\w*,0.09801560457889755,0.03405181801562542,-0.004876506038163376,0.07720304247695267,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:consequence\w*,0.12411527984373898,-0.00358383412596299,-0.04237986443997458,0.03519278252654888,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:dangerous,0.010281860433640199,-0.0018987103728094353,-0.012148454792381691,0.006208476479420461,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:scam\w*|defam\w*|counterfeit|forg(?:e|ed|ery|ing),0.09974238446998265,0.0057457656731085644,-0.02458003778004197,0.03733643694959973,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:misuse\w*|abuse\w*,0.2382840019595389,0.010541050125810046,-0.045864918868792584,0.07009092183489941,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:inappropriate,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:responsib\w*,0.12518279526081907,-0.031568714196092675,-0.07455781323435991,0.009511133147440627,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:safety|privacy|consent,0.1039265465067084,0.02008895494498677,-0.011544946332952513,0.05112973719336415,False
deepseek_qwen,actions,alpha0.3,-0.3,actions/alpha0.0,fake,all,149,w:legitimate|authoriz\w*,0.22600080748083437,0.00628522949996254,-0.050613840421178356,0.06646160233347849,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:guideline\w*,0.4484610244927132,0.02857382427982855,-0.03894286714343768,0.096403311189076,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:polic(?:y|ies),0.09923355994932458,0.000139761136263629,-0.03620209214764189,0.03512080545300551,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:illegal|unlawful,0.5002265193175582,-0.03068914125439095,-0.09408478827677155,0.03592510036223415,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:unethical|ethic\w*,0.848304476352388,-0.00103680147827367,-0.07952493266419018,0.08144283361060801,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:law\w*,0.0865329756753274,-0.021830847452122992,-0.05446135466629634,0.01033184719750931,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:crim\w*,0.00962972051130802,-0.007190458144247818,-0.019955485147417483,0.0034345935628146513,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:fraud\w*,0.27423137871025266,-0.08866041860870787,-0.1369974963515301,-0.03852772611802001,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:harm\w*,0.3673626864851743,-0.03361982811466626,-0.09002554772928391,0.02359652194382592,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:malicious,0.046713419152205796,0.019621064030715916,-0.004276593958108431,0.04376607372788477,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:prohibit\w*|not allowed,0.08336420209775658,-0.02865225365429153,-0.0639886664979547,0.003961334790303667,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:violat\w*,0.0837189225905886,-0.0049511531423663884,-0.03160512251479359,0.021132136199974567,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:decepti\w*|mislead\w*,0.13843662329072753,-0.019434420509095284,-0.0525549726151154,0.01363272093005367,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:consequence\w*,0.13793243253820495,-0.019162935885109564,-0.05488796866321826,0.015850309050081512,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:dangerous,0.012510645089556446,0.005467484111300789,-0.006535596280549681,0.018410238417997927,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:scam\w*|defam\w*|counterfeit|forg(?:e|ed|ery|ing),0.14850427641762048,-0.014326298177043279,-0.05411942478146971,0.02221019561363948,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:misuse\w*|abuse\w*,0.2530601601966521,-0.022899722471138508,-0.08585198206970988,0.04035429420159068,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:inappropriate,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:responsib\w*,0.06575080261500234,-0.009081105458915372,-0.04568845453941528,0.031003877147285617,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:safety|privacy|consent,0.1012055464405628,-0.012196408734556869,-0.04411008118070175,0.02014783292526245,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,real,all,148,w:legitimate|authoriz\w*,0.23583536189119836,-0.09402225094897418,-0.14666270839277795,-0.04044681448431048,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:guideline\w*,0.43762551181858217,-0.039427241363299254,-0.10411425486231922,0.028721846551175444,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:polic(?:y|ies),0.09593668512907177,-0.01080273096940913,-0.045394966944713656,0.02570126369151071,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:illegal|unlawful,0.44464501172206544,-0.2104469298489478,-0.28374555801094603,-0.13706766144095064,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:unethical|ethic\w*,0.8285127929295734,-0.1481177622349791,-0.22789993425847344,-0.068505633213582,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:law\w*,0.06042259810744034,-0.02232773638723226,-0.049364085990545856,0.002169575946985034,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:crim\w*,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:fraud\w*,0.2144190758760581,-0.09285639695744681,-0.14462805149454994,-0.04118355204585236,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:harm\w*,0.38466573741081306,-0.11597508284608526,-0.1846105803324887,-0.050966185969640546,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:malicious,0.06762258971457065,0.0028453536196946893,-0.0230293493213398,0.029882114670817975,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:prohibit\w*|not allowed,0.06130664647590969,-0.02166360013224694,-0.046966405493282785,0.0030427813375266135,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:violat\w*,0.0791998691564046,0.003248495428391432,-0.021524298102059466,0.028190560363394113,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:decepti\w*|mislead\w*,0.09577797657364535,-0.027871009729523957,-0.06755087037895108,0.010257941403924319,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:consequence\w*,0.12205400099568166,-0.04503408168205071,-0.07761450368295895,-0.014649828973894696,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:dangerous,0.010351332463597226,-0.0022042312703518777,-0.014542407578455674,0.010815652585664774,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:scam\w*|defam\w*|counterfeit|forg(?:e|ed|ery|ing),0.10041631950018524,-0.04013627956812954,-0.0665535995901466,-0.015194815867075476,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:misuse\w*|abuse\w*,0.23989402899980602,-0.05785471106618927,-0.11435953663606972,-0.001578277798865603,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:inappropriate,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:responsib\w*,0.12602862495852732,-0.06043538877233934,-0.10539203454225063,-0.0164700253559125,True
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:safety|privacy|consent,0.104628752902024,0.004909973170579476,-0.022847435105276273,0.03339136790562708,False
deepseek_qwen,actions,alpha0.05_aware,0.05,actions/alpha0.0,fake,all,148,w:legitimate|authoriz\w*,0.22752783996381298,-0.09252035135475693,-0.15390051473517333,-0.03755036631838855,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:guideline\w*,0.4473897726934474,-0.034217976965276585,-0.10083677692824414,0.035430812519286356,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:polic(?:y|ies),0.09923355994932458,0.010615284337638016,-0.028432217862977654,0.049828118937352464,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:illegal|unlawful,0.49808401571902666,-0.18165737589817033,-0.25531145510300735,-0.11041803720740337,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:unethical|ethic\w*,0.8505781536406256,-0.1419203506655443,-0.23087674166572758,-0.05631389857194819,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:law\w*,0.08653297567532739,-0.0446215558633876,-0.07679447280168804,-0.013217501364886497,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:crim\w*,0.00962972051130802,-0.00962972051130802,-0.021818818581993596,0.0,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:fraud\w*,0.27316012691098696,-0.14832420524898257,-0.20660349294369407,-0.09265947011174996,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:harm\w*,0.3673626864851743,-0.10330298649439211,-0.16599818653682843,-0.035269408556473834,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:malicious,0.046713419152205796,0.016628088666329196,-0.012151491961414254,0.04561528332778576,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:prohibit\w*|not allowed,0.08336420209775658,-0.02835429603686859,-0.06379568080851968,0.007173623523379477,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:violat\w*,0.0837189225905886,-0.018896668851691622,-0.048136779656932804,0.01035041875026378,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:decepti\w*|mislead\w*,0.13843662329072753,-0.04180894726286216,-0.0815171787512395,-0.004388798716777947,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:consequence\w*,0.1335162516514358,-0.0741137000586807,-0.10929719468620884,-0.03919659926015422,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:dangerous,0.012510645089556446,-0.0030157757816030263,-0.01752368201748699,0.01067563123369782,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:scam\w*|defam\w*|counterfeit|forg(?:e|ed|ery|ing),0.15184920550512385,-0.05557238072320526,-0.10112600594933982,-0.014911305298608315,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:misuse\w*|abuse\w*,0.2530601601966522,-0.09671296913775469,-0.15491490910574482,-0.039124856701724615,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:inappropriate,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:responsib\w*,0.06575080261500232,-0.006158630824793494,-0.04154892666170389,0.027528721616463494,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:safety|privacy|consent,0.1012055464405628,-0.006454942175408953,-0.04628855715694583,0.034691631887668654,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,real,all,148,w:legitimate|authoriz\w*,0.23583536189119836,-0.13822313773917366,-0.19118061244545073,-0.0888361288116927,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:guideline\w*,0.4389678462881876,-0.061777625412805556,-0.1282034052948337,0.00204182872798229,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:polic(?:y|ies),0.0953860771591717,-0.009613517901096099,-0.051023902267737606,0.031626128053783044,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:illegal|unlawful,0.4285990356585511,-0.2895545291263285,-0.367636874781284,-0.21621203502568972,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:unethical|ethic\w*,0.8295946017648574,-0.2410464915818242,-0.32347253905414347,-0.16401755030921342,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:law\w*,0.060833636189803884,-0.03462085004123114,-0.05832360910234107,-0.012478364330102468,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:crim\w*,0.0,0.0,0.0,0.0,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:fraud\w*,0.21055160929858244,-0.13704688598943657,-0.1914717378207313,-0.08670218310628353,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:harm\w*,0.3926902853566706,-0.2163745392082538,-0.29014341966616436,-0.15129938605715806,True
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:malicious,0.06808260733167658,0.022028641329184383,-0.009011249143607894,0.05505863994218785,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:prohibit\w*|not allowed,0.0576008372270342,-0.009578139244024567,-0.04039023313723886,0.020639641660825124,False
deepseek_qwen,actions,alpha0.07_aware,0.07,actions/alpha0.0,fake,all,147,w:violat\w*,0.08265826656125243,0.0036167110611684916,-0.02073844281020796,0.029887721424914793,False
