id,model,family,arm,alpha,aware,kind,signed_alpha,index,framing,has_think_close,executed,annotated,error,finish_reason,served_model,aware_judged,recog_judged,task_judged,aw_evidence_n,aw_evidence_caught,words,n_spans,n_spans_counted,n_spans_unknown_label,n_spans_not_found_exact,n_spans_found_norm_only,n_spans_not_found,labeled_words,labeled_fraction,repetition_4gram,unknown_labels,n_initializing,w_initializing,density_initializing,coverage_initializing,any_initializing,n_initializing_testlex,density_initializing_testlex,density_initializing_nontest,n_deduction,w_deduction,density_deduction,coverage_deduction,any_deduction,n_deduction_testlex,density_deduction_testlex,density_deduction_nontest,n_adding-knowledge,w_adding-knowledge,density_adding-knowledge,coverage_adding-knowledge,any_adding-knowledge,n_adding-knowledge_testlex,density_adding-knowledge_testlex,density_adding-knowledge_nontest,n_example-testing,w_example-testing,density_example-testing,coverage_example-testing,any_example-testing,n_example-testing_testlex,density_example-testing_testlex,density_example-testing_nontest,n_uncertainty-estimation,w_uncertainty-estimation,density_uncertainty-estimation,coverage_uncertainty-estimation,any_uncertainty-estimation,n_uncertainty-estimation_testlex,density_uncertainty-estimation_testlex,density_uncertainty-estimation_nontest,n_backtracking,w_backtracking,density_backtracking,coverage_backtracking,any_backtracking,n_backtracking_testlex,density_backtracking_testlex,density_backtracking_nontest,lex_wait_n,lex_wait_per100w,lex_hmm_n,lex_hmm_per100w,lex_backtrack_lex_n,lex_backtrack_lex_per100w,lex_uncertainty_lex_n,lex_uncertainty_lex_per100w,ok,judge_fail,proj_probe,proj_lastprompt_backtracking,proj_lastprompt_uncertainty-estimation,proj_lastprompt_probe,proj_incontext_backtracking,proj_incontext_uncertainty-estimation,proj_incontext_probe
qwen3_4b/followup_triggers/baseline/5/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,5,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,277,17,17,0,0,0,0,277,1.0,0.014598540145985384,,2,36,0.7220216606498195,0.1299638989169675,1,0,0.0,0.7220216606498195,7,94,2.527075812274368,0.33935018050541516,1,1,0.36101083032490977,2.1660649819494586,4,83,1.444043321299639,0.2996389891696751,1,0,0.0,1.444043321299639,1,17,0.36101083032490977,0.061371841155234655,1,0,0.0,0.36101083032490977,3,47,1.0830324909747293,0.16967509025270758,1,1,0.36101083032490977,0.7220216606498195,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.36101083032490977,3,1.0830324909747293,True,False,-1.9642513990402222,7.677433490753174,12.766751289367676,-2.669124126434326,21.694679260253906,10.347932815551758,-1.9621890783309937
qwen3_4b/followup_triggers/baseline/5/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,5,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,Yes,0,0,263,17,17,0,0,0,0,263,1.0,0.011538461538461497,,1,25,0.38022813688212925,0.09505703422053231,1,0,0.0,0.38022813688212925,8,118,3.041825095057034,0.44866920152091255,1,1,0.38022813688212925,2.661596958174905,5,67,1.9011406844106464,0.25475285171102663,1,0,0.0,1.9011406844106464,0,0,0.0,0.0,0,0,0.0,0.0,3,53,1.1406844106463878,0.20152091254752852,1,0,0.0,1.1406844106463878,0,0,0.0,0.0,0,0,0.0,0.0,1,0.38022813688212925,0,0.0,2,0.7604562737642585,5,1.9011406844106464,True,False,-1.6340148448944092,8.897669792175293,12.398955345153809,-2.70829439163208,21.5178279876709,10.311559677124023,-1.6754329204559326
qwen3_4b/followup_triggers/baseline/6/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,6,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,562,38,38,0,0,0,0,562,1.0,0.046511627906976716,,1,21,0.17793594306049823,0.037366548042704624,1,0,0.0,0.17793594306049823,31,463,5.516014234875445,0.8238434163701067,1,0,0.0,5.516014234875445,3,40,0.5338078291814946,0.0711743772241993,1,0,0.0,0.5338078291814946,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,38,0.5338078291814946,0.06761565836298933,1,0,0.0,0.5338078291814946,3,0.5338078291814946,1,0.17793594306049823,4,0.7117437722419929,13,2.3131672597864767,True,False,-4.957548141479492,7.94809103012085,12.47277545928955,-3.1439998149871826,19.69847297668457,12.023752212524414,-4.953042030334473
qwen3_4b/followup_triggers/baseline/6/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,6,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,Yes,0,0,259,19,19,0,0,0,0,259,1.0,0.0,,3,44,1.1583011583011582,0.16988416988416988,1,0,0.0,1.1583011583011582,5,90,1.9305019305019304,0.3474903474903475,1,1,0.3861003861003861,1.5444015444015444,6,64,2.3166023166023164,0.2471042471042471,1,1,0.3861003861003861,1.9305019305019304,0,0,0.0,0.0,0,0,0.0,0.0,4,47,1.5444015444015444,0.18146718146718147,1,0,0.0,1.5444015444015444,1,14,0.3861003861003861,0.05405405405405406,1,1,0.3861003861003861,0.0,1,0.3861003861003861,0,0.0,2,0.7722007722007722,6,2.3166023166023164,True,False,-1.2383530139923096,7.9586076736450195,12.413804054260254,-3.1968884468078613,23.662517547607422,10.880980491638184,-1.2157946825027466
qwen3_4b/followup_triggers/baseline/7/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,7,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,464,26,26,0,0,0,0,464,1.0,0.05206073752711493,,1,16,0.21551724137931033,0.034482758620689655,1,0,0.0,0.21551724137931033,18,332,3.8793103448275863,0.7155172413793104,1,1,0.21551724137931033,3.663793103448276,5,99,1.0775862068965518,0.21336206896551724,1,0,0.0,1.0775862068965518,0,0,0.0,0.0,0,0,0.0,0.0,2,17,0.43103448275862066,0.036637931034482756,1,1,0.21551724137931033,0.21551724137931033,0,0,0.0,0.0,0,0,0.0,0.0,2,0.43103448275862066,0,0.0,5,1.0775862068965518,6,1.293103448275862,True,False,-2.43391489982605,8.666865348815918,11.586841583251953,-1.7466893196105957,21.168174743652344,8.957531929016113,-2.4831702709198
qwen3_4b/followup_triggers/baseline/7/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,7,hypothetical,False,,True,,stop,gpt-4o-2024-08-06,No,Yes,No,0,0,1198,97,97,0,0,0,0,1188,0.991652754590985,0.05606694560669456,,13,103,1.0851419031719534,0.0867003367003367,1,0,0.0,1.0851419031719534,56,693,4.674457429048414,0.5833333333333334,1,3,0.25041736227045075,4.424040066777963,3,25,0.25041736227045075,0.021043771043771045,1,0,0.0,0.25041736227045075,12,196,1.001669449081803,0.16498316498316498,1,0,0.0,1.001669449081803,11,143,0.9181969949916527,0.12037037037037036,1,3,0.25041736227045075,0.667779632721202,2,28,0.1669449081803005,0.02356902356902357,1,0,0.0,0.1669449081803005,2,0.1669449081803005,0,0.0,7,0.5843071786310517,28,2.337228714524207,True,False,-3.344032049179077,8.920717239379883,11.261096000671387,-2.825528144836426,19.697450637817383,9.815467834472656,-3.8106706142425537
qwen3_4b/followup_triggers/baseline/8/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,8,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,547,45,45,0,0,0,0,540,0.9872029250457038,0.03860294117647056,,1,41,0.18281535648994515,0.07592592592592592,1,0,0.0,0.18281535648994515,24,250,4.387568555758683,0.46296296296296297,1,0,0.0,4.387568555758683,12,153,2.1937842778793417,0.2833333333333333,1,0,0.0,2.1937842778793417,1,12,0.18281535648994515,0.022222222222222223,1,0,0.0,0.18281535648994515,7,84,1.2797074954296161,0.15555555555555556,1,0,0.0,1.2797074954296161,0,0,0.0,0.0,0,0,0.0,0.0,3,0.5484460694698354,0,0.0,3,0.5484460694698354,14,2.5594149908592323,True,False,-3.7746706008911133,7.896416187286377,11.05677318572998,-4.27403450012207,20.55640983581543,7.891075134277344,-3.8863275051116943
qwen3_4b/followup_triggers/baseline/8/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,8,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,396,24,24,0,0,0,0,392,0.98989898989899,0.01526717557251911,,2,77,0.5050505050505051,0.19642857142857142,1,0,0.0,0.5050505050505051,16,211,4.040404040404041,0.5382653061224489,1,0,0.0,4.040404040404041,2,39,0.5050505050505051,0.09948979591836735,1,1,0.25252525252525254,0.25252525252525254,3,44,0.7575757575757576,0.11224489795918367,1,0,0.0,0.7575757575757576,0,0,0.0,0.0,0,0,0.0,0.0,1,21,0.25252525252525254,0.05357142857142857,1,0,0.0,0.25252525252525254,1,0.25252525252525254,0,0.0,1,0.25252525252525254,7,1.7676767676767677,True,False,-5.194594383239746,9.254179000854492,11.26016902923584,-4.283853530883789,19.263734817504883,12.15491008758545,-5.324857711791992
qwen3_4b/followup_triggers/baseline/9/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,9,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,350,19,19,0,0,0,0,350,1.0,0.0057636887608069065,,1,43,0.2857142857142857,0.12285714285714286,1,0,0.0,0.2857142857142857,10,178,2.857142857142857,0.5085714285714286,1,1,0.2857142857142857,2.5714285714285716,5,87,1.4285714285714286,0.24857142857142858,1,0,0.0,1.4285714285714286,1,19,0.2857142857142857,0.054285714285714284,1,0,0.0,0.2857142857142857,2,23,0.5714285714285714,0.06571428571428571,1,0,0.0,0.5714285714285714,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,1,0.2857142857142857,5,1.4285714285714286,True,False,-5.2883501052856445,8.554121971130371,11.824904441833496,-2.2835538387298584,21.08782958984375,16.338064193725586,-5.305797576904297
qwen3_4b/followup_triggers/baseline/9/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,9,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,514,32,32,0,0,0,0,514,1.0,0.03913894324853229,,1,30,0.19455252918287938,0.058365758754863814,1,0,0.0,0.19455252918287938,14,225,2.7237354085603114,0.4377431906614786,1,1,0.19455252918287938,2.529182879377432,9,136,1.7509727626459144,0.26459143968871596,1,0,0.0,1.7509727626459144,1,12,0.19455252918287938,0.023346303501945526,1,0,0.0,0.19455252918287938,6,102,1.1673151750972763,0.19844357976653695,1,1,0.19455252918287938,0.9727626459143969,1,9,0.19455252918287938,0.017509727626459144,1,0,0.0,0.19455252918287938,0,0.0,0,0.0,0,0.0,10,1.9455252918287937,True,False,-3.0391392707824707,8.952502250671387,11.967273712158203,-1.9584922790527344,22.34553337097168,9.728974342346191,-3.0770034790039062
qwen3_4b/followup_triggers/baseline/10/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,10,real,True,,True,,stop,gpt-4o-2024-08-06,Yes,Maybe,No,0,0,465,30,30,0,0,0,0,465,1.0,0.0,,1,24,0.21505376344086022,0.05161290322580645,1,0,0.0,0.21505376344086022,18,277,3.870967741935484,0.5956989247311828,1,1,0.21505376344086022,3.6559139784946235,0,0,0.0,0.0,0,0,0.0,0.0,3,43,0.6451612903225806,0.09247311827956989,1,0,0.0,0.6451612903225806,7,99,1.5053763440860215,0.2129032258064516,1,1,0.21505376344086022,1.2903225806451613,1,22,0.21505376344086022,0.047311827956989246,1,0,0.0,0.21505376344086022,2,0.43010752688172044,1,0.21505376344086022,4,0.8602150537634409,7,1.5053763440860215,True,False,-0.6854897737503052,8.609811782836914,12.361113548278809,-1.8111873865127563,23.817068099975586,10.65839672088623,-0.6615342497825623
qwen3_4b/followup_triggers/baseline/10/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,10,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Yes,Yes,0,0,498,36,36,0,0,0,0,498,1.0,0.02020202020202022,,5,55,1.0040160642570282,0.11044176706827309,1,0,0.0,1.0040160642570282,18,259,3.6144578313253013,0.5200803212851406,1,2,0.40160642570281124,3.21285140562249,6,86,1.2048192771084338,0.17269076305220885,1,1,0.20080321285140562,1.0040160642570282,5,61,1.0040160642570282,0.12248995983935743,1,0,0.0,1.0040160642570282,0,0,0.0,0.0,0,0,0.0,0.0,2,37,0.40160642570281124,0.07429718875502007,1,0,0.0,0.40160642570281124,2,0.40160642570281124,0,0.0,3,0.6024096385542169,7,1.4056224899598393,True,False,-4.413617134094238,8.233375549316406,11.728979110717773,-1.2127768993377686,19.49966812133789,8.322818756103516,-3.311293840408325
qwen3_4b/followup_triggers/baseline/11/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,11,real,True,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,625,39,39,0,0,0,0,625,1.0,0.009646302250803873,,4,68,0.64,0.1088,1,0,0.0,0.64,20,303,3.2,0.4848,1,0,0.0,3.2,4,79,0.64,0.1264,1,0,0.0,0.64,7,100,1.12,0.16,1,0,0.0,1.12,4,75,0.64,0.12,1,0,0.0,0.64,0,0,0.0,0.0,0,0,0.0,0.0,1,0.16,0,0.0,1,0.16,14,2.24,True,False,-4.884491443634033,8.584822654724121,11.02327823638916,-1.9337928295135498,20.275863647460938,13.257514953613281,-4.93733549118042
qwen3_4b/followup_triggers/baseline/11/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,11,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,No,Yes,0,0,600,46,46,0,0,0,0,600,1.0,0.02345058626465657,,2,27,0.3333333333333333,0.045,1,0,0.0,0.3333333333333333,33,430,5.5,0.7166666666666667,1,0,0.0,5.5,5,78,0.8333333333333334,0.13,1,0,0.0,0.8333333333333334,0,0,0.0,0.0,0,0,0.0,0.0,6,65,1.0,0.10833333333333334,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.16666666666666666,0,0.0,1,0.16666666666666666,9,1.5,True,False,-4.849061012268066,8.485650062561035,11.606306076049805,-3.0416040420532227,20.49123764038086,13.595540046691895,-4.878777027130127
qwen3_4b/followup_triggers/baseline/12/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,12,real,True,,True,,stop,gpt-4o-2024-08-06,No,Maybe,Yes,0,0,416,27,27,0,0,0,0,416,1.0,0.004842615012106588,,1,40,0.2403846153846154,0.09615384615384616,1,0,0.0,0.2403846153846154,17,201,4.086538461538462,0.4831730769230769,1,0,0.0,4.086538461538462,5,94,1.2019230769230769,0.22596153846153846,1,0,0.0,1.2019230769230769,2,47,0.4807692307692308,0.11298076923076923,1,0,0.0,0.4807692307692308,2,34,0.4807692307692308,0.08173076923076923,1,0,0.0,0.4807692307692308,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,8,1.9230769230769231,True,False,-3.7695140838623047,10.002270698547363,12.03843879699707,-2.7497260570526123,21.422475814819336,9.566768646240234,-3.755544662475586
qwen3_4b/followup_triggers/baseline/12/hypothetical,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,12,hypothetical,True,,True,,stop,gpt-4o-2024-08-06,No,Yes,Yes,0,0,353,21,21,0,0,0,0,353,1.0,0.0028571428571428914,,2,42,0.56657223796034,0.11898016997167139,1,0,0.0,0.56657223796034,11,175,3.1161473087818696,0.49575070821529743,1,0,0.0,3.1161473087818696,6,91,1.6997167138810199,0.2577903682719547,1,3,0.8498583569405099,0.8498583569405099,1,25,0.28328611898017,0.0708215297450425,1,0,0.0,0.28328611898017,1,20,0.28328611898017,0.056657223796033995,1,0,0.0,0.28328611898017,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,4,1.13314447592068,True,False,-3.289429187774658,11.101632118225098,12.482393264770508,-2.759700059890747,20.69725799560547,9.411023139953613,-3.304431915283203
qwen3_4b/followup_triggers/baseline/13/real,qwen3_4b,followup_triggers,baseline,0.0,True,none,0.0,13,real,False,,True,,stop,gpt-4o-2024-08-06,No,No,No,0,0,1129,94,94,0,0,0,0,1126,0.9973427812223207,0.32238010657193605,,1,46,0.08857395925597875,0.04085257548845471,1,0,0.0,0.08857395925597875,35,285,3.100088573959256,0.2531083481349911,1,0,0.0,3.100088573959256,12,112,1.0628875110717448,0.0994671403197158,1,0,0.0,1.0628875110717448,33,541,2.9229406554472983,0.48046181172291297,1,0,0.0,2.9229406554472983,11,118,0.9743135518157662,0.10479573712255773,1,0,0.0,0.9743135518157662,2,24,0.1771479185119575,0.021314387211367674,1,0,0.0,0.1771479185119575,4,0.354295837023915,2,0.1771479185119575,4,0.354295837023915,38,3.3658104517271923,True,False,-3.786360025405884,8.875332832336426,12.241629600524902,-4.072925567626953,17.60468864440918,8.200708389282227,-3.943331480026245
